"Country","HDI","HDICategory","Age","Gender","HaveKids","Ed.Level","WorkStatus","Income","Occupation","YearsAtJob","MonthsAtJob","Community","MaritalStat","Sons","Daughters","BdWstTime","BdDelayAct","BdMustAct","BdDelayMake","BdPutOff","GdPayBills","GdPunctual","GdPrepared","BdRunLate","BdCmpltTm","GdWantGrow","BdFamView","GdTmToSpare","BdDeadline","BdTmMngmt","GdDocApt","GdMorePunct","GdMaint","BdXpctLate","BdCostMoney","BdLateStart","BdMissTckts","GdPartyPln","GdEasyWake","BdSlowMail","GdRtnCalls","BdWrkr","GdDecisive","BdWrkDelay","BdAirport","GdSocial","BdDeadline.1","GdSMLBill","GdRSVP","GdTask","BdBdayGFT","BdEsntlItem","GdCmplteDay","BdDoTmrow","GdEvngTasks","GdIdealLIfe","GdExclLife","GdSatisLife","GdImprtThs","GdChangeNil","SelfView","ExtView","DPMean","AIPMean","GPMean","SWLSMean"
"United States","0.920","Very high human development",55,"Male","Yes Kids","phd","full-time",45000,"",10,0,"Small Town","Married",1,1,3,3,4,3,3,3,2,5,4,3,3,4,4,3,4,2,3,3,3,3,3,4,2,4,3,3,3,4,3,3,4,3,4,4,2,3,3,4,3,4,1,2,2,2,2,"yes","yes",3.2,3.26666666666667,3.3,1.8
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",67500,"",0,7,"Village","Single",0,0,5,5,3,4,4,3,5,4,5,5,3,5,3,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,4,4,4,4,5,5,1,3,3,4,5,1,2,3,2,1,"yes","yes",4.2,4.4,4.2,1.8
"United States","0.920","Very high human development",28,"Male","No Kids","ma","student",25000,"",3,0,"Village","Single",0,0,4,3,4,3,3,1,2,3,4,4,4,3,4,3,4,2,3,3,2,3,4,4,3,4,4,3,3,3,4,4,3,4,2,3,4,3,3,3,4,3,3,4,4,4,3,"yes","yes",3.4,3,3.35,3.6
"United States","0.920","Very high human development",45,"Female","No Kids","deg","unemployed",15000,"",9,0,"Village","Single",0,0,3,3,3,2,2,5,2,2,5,4,5,5,4,3,4,1,5,3,4,5,5,1,1,4,5,5,5,3,4,2,4,4,4,1,4,4,2,4,4,3,3,3,5,3,2,"yes","yes",2.6,3.8,3.4,3.2
"United States","0.920","Very high human development",37.5,"Female","No Kids","deg","full-time",35000,"",3,0,"Medium-Sized","Divorced",0,0,5,5,5,4,4,2,2,3,3,3,1,3,4,4,4,3,4,2,3,3,4,2,3,3,4,4,4,4,5,4,4,4,4,4,4,3,2,4,3,3,3,3,3,4,2,"yes","yes",4.6,2.93333333333333,3.6,3
"United States","0.920","Very high human development",45,"Male","No Kids","deg","full-time",87500,"",2,2,"Rural/Country","Single",0,0,4,2,4,4,4,1,1,2,4,5,4,2,3,2,5,2,2,1,2,4,5,1,1,5,4,1,4,4,4,3,2,4,1,1,3,2,2,3,4,4,4,2,1,1,1,"yes","yes",3.6,2.66666666666667,2.8,1.8
"United States","0.920","Very high human development",55,"Male","Yes Kids","phd","full-time",NA,"",10,0,"Rural/Country","Married",0,2,3,3,3,3,3,1,1,4,1,2,2,1,3,4,2,2,1,2,1,2,2,1,2,1,1,1,3,2,3,1,1,3,1,2,3,3,2,3,3,2,4,5,5,5,4,"yes","no",3,1.93333333333333,2.05,4.6
"United States","0.920","Very high human development",67.5,"Male","Yes Kids","deg","retired",35000,"",9,0,"Large Town","Divorced",0,1,3,3,2,2,2,1,1,4,2,3,1,4,3,3,3,1,2,3,2,3,2,1,3,1,2,1,3,2,3,1,1,2,3,3,3,5,3,3,2,4,4,5,5,5,5,"no","no",2.4,2.4,2.45,4.8
"United States","0.920","Very high human development",22,"Male","No Kids","deg","student",35000,"",0,0,"Large Town","Single",0,0,2,2,4,2,2,1,1,1,3,2,1,3,2,1,4,2,2,2,2,2,3,1,2,3,2,4,2,4,3,1,4,2,1,4,2,4,3,2,3,2,4,4,4,5,5,"no","no",2.4,1.93333333333333,2.55,4.4
"United States","0.920","Very high human development",55,"Male","No Kids","dip","full-time",150000,"",12,0,"Medium-Sized","Married",0,0,4,3,4,2,2,1,3,5,4,3,3,4,3,3,4,2,4,3,5,4,4,2,3,4,1,2,4,4,4,5,4,3,2,3,4,4,3,4,4,4,4,4,4,4,3,"yes","yes",3,3.4,3.4,3.8
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",10000,"",1,6,"Village","Single",0,0,4,3,4,2,2,2,1,3,2,2,1,3,3,2,3,2,1,2,1,3,3,3,4,2,3,4,3,3,4,1,2,3,2,3,4,5,5,3,4,4,4,4,4,4,4,"yes","no",3,2.06666666666667,3.2,4
"United States","0.920","Very high human development",28,"Female","No Kids","deg","part-time",15000,"",0,11,"Village","Single",0,0,3,4,5,4,4,1,3,3,5,4,5,5,4,4,5,3,5,2,4,3,4,1,3,5,2,5,5,2,5,2,4,5,2,2,4,4,4,4,5,4,4,3,4,5,3,"yes","yes",4,3.73333333333333,3.55,3.8
"United States","0.920","Very high human development",25,"Male","No Kids","ltuni","full-time",25000,"",5,7,"Small Town","Single",0,0,4,3,3,4,4,4,3,5,4,5,4,5,5,4,5,5,4,4,3,5,2,3,5,5,1,3,3,4,5,3,2,5,5,4,5,4,4,4,5,5,1,1,1,1,1,"yes","yes",3.6,4.33333333333333,3.8,1
"United States","0.920","Very high human development",45,"Female","No Kids","phd","full-time",NA,"",10,0,"Small Town","Married",0,0,1,2,1,1,1,1,2,1,4,3,1,1,4,1,4,2,2,3,1,1,2,1,1,2,4,1,1,1,2,1,2,2,2,2,4,1,1,1,1,1,3,3,4,4,2,"no","no",1.2,2.06666666666667,1.6,3.2
"United States","0.920","Very high human development",37.5,"Female","No Kids","phd","full-time",150000,"",8,0,"Rural/Country","Single",0,0,2,3,3,2,2,1,1,1,2,2,5,2,4,1,3,2,1,1,1,2,2,1,1,2,2,1,1,2,3,2,1,3,1,1,3,2,2,2,2,2,3,3,3,1,4,"yes","no",2.4,1.93333333333333,1.7,2.8
"United States","0.920","Very high human development",55,"Male","No Kids","phd","full-time",250000,"",12,0,"Small Town","",0,0,5,4,5,4,4,1,1,2,3,2,5,4,4,4,4,4,5,3,5,5,5,5,5,5,1,5,1,3,2,2,4,1,2,2,3,1,1,3,1,4,4,4,4,4,1,"yes","yes",4.4,3.46666666666667,2.95,3.4
"United States","0.920","Very high human development",32.5,"Male","No Kids","phd","full-time",67500,"",2,7,"Large Town","Single",0,0,4,5,4,2,2,4,2,5,4,3,2,5,4,2,4,5,4,3,4,4,4,2,5,4,2,3,4,4,5,5,4,4,3,4,5,5,5,3,3,4,4,4,3,4,3,"yes","yes",3.4,3.66666666666667,3.8,3.6
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","part-time",10000,"",1,4,"Medium-Sized","Single",0,0,4,3,3,3,3,2,3,5,4,5,3,5,5,4,5,4,2,5,3,5,5,4,5,4,1,4,5,3,5,3,3,5,4,5,5,2,2,5,5,5,2,5,2,1,1,"yes","yes",3.2,4,3.95,2.2
"United States","0.920","Very high human development",28,"Male","No Kids","ma","student",25000,"",0,8,"Rural/Country","Single",0,0,4,5,5,4,4,1,1,4,5,5,5,4,5,5,5,2,4,2,4,5,1,2,3,3,4,4,4,4,5,2,4,5,1,4,2,4,3,4,3,4,3,3,3,3,3,"yes","yes",4.4,3.8,3.3,3
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","student",NA,"",0,3,"Large Town","Single",0,0,2,2,2,3,3,4,2,5,4,2,4,5,4,1,2,5,4,4,3,2,4,1,4,4,2,4,4,3,4,2,3,4,3,2,4,4,4,4,5,4,2,2,1,1,2,"yes","yes",2.4,3.4,3.3,1.6
"United States","0.920","Very high human development",28,"Female","No Kids","ltuni","student",10000,"",6,0,"Village","Single",0,0,2,2,2,1,1,2,2,4,3,2,5,3,2,2,3,2,2,2,3,5,3,1,1,3,1,1,2,3,3,1,3,3,4,1,3,2,3,4,3,5,2,2,2,4,5,"yes","no",1.6,2.8,2.45,3
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","phd","full-time",45000,"",0,0,"Rural/Country","Widowed",1,1,3,2,1,2,2,1,1,2,3,3,1,2,2,3,5,2,3,2,2,2,3,2,2,3,1,5,3,2,5,2,2,5,1,3,4,4,2,5,5,4,3,4,5,4,4,"yes","no",2,2.26666666666667,3.05,4
"United States","0.920","Very high human development",28,"Female","No Kids","grade","student",15000,"",5,0,"Village","Single",0,0,5,4,3,4,4,1,2,5,4,4,5,5,5,4,5,3,5,2,4,5,5,1,5,5,2,3,3,4,5,3,3,5,1,3,4,3,3,5,4,4,3,3,3,3,3,"yes","yes",4,3.93333333333333,3.5,3
"United States","0.920","Very high human development",45,"Female","Yes Kids","phd","full-time",67500,"",6,0,"Small Town","Married",0,2,3,3,3,3,3,3,2,5,4,4,3,5,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,"yes","yes",3,4.26666666666667,4.5,5
"United States","0.920","Very high human development",55,"Female","Yes Kids","deg","unemployed",250000,"",0,0,"Village","Married",1,1,1,1,2,2,2,1,1,5,5,2,1,1,3,2,2,1,1,1,1,1,3,1,5,5,5,3,3,2,3,1,4,3,2,2,3,4,4,3,3,3,5,5,5,5,3,"no","no",1.6,1.86666666666667,3.05,4.6
"United States","0.920","Very high human development",45,"Female","Yes Kids","phd","full-time",67500,"",0,0,"Village","Married",0,2,3,2,2,2,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,4,3,4,2,3,4,3,3,3,4,2,2,3,3,3,"yes","no",2.2,2.73333333333333,2.85,2.6
"United States","0.920","Very high human development",45,"Male","No Kids","phd","full-time",45000,"",0,0,"Village","Divorced",0,0,4,4,4,4,4,5,5,5,5,5,2,5,3,4,4,2,4,3,4,5,5,5,3,3,4,3,4,3,4,2,5,4,4,3,3,3,4,3,4,2,1,1,1,1,1,"yes","yes",4,4.06666666666667,3.55,1
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",55000,"",0,4,"Village","Single",0,0,5,5,3,2,2,1,3,3,4,5,4,3,4,5,5,2,3,4,5,2,5,1,1,4,4,2,4,3,5,3,3,5,1,2,4,3,3,4,5,4,1,1,1,1,1,"yes","yes",3.4,3.53333333333333,3.3,1
"United States","0.920","Very high human development",45,"Female","No Kids","ma","full-time",150000,"",3,6,"Medium-Sized","Married",0,0,4,3,2,2,2,1,1,5,4,2,3,4,3,1,4,4,2,3,1,3,4,3,3,4,3,4,4,4,4,2,4,5,5,4,4,5,4,3,5,3,3,3,3,3,3,"yes","yes",2.6,2.73333333333333,3.65,3
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","deg","part-time",35000,"",4,0,"Small Town","Divorced",1,1,4,5,5,4,3,3,2,1,5,3,5,5,4,2,4,2,5,5,4,5,4,3,3,3,2,3,4,5,5,5,4,4,3,3,4,1,3,3,4,4,3,2,4,3,3,"yes","yes",4.2,3.66666666666667,3.4,3
"United States","0.920","Very high human development",32.5,"Female","Yes Kids","deg","unemployed",87500,"",2,0,"Village","Married",1,1,5,5,5,4,4,4,4,4,1,4,5,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,1,5,5,5,5,5,4,5,4,4,2,3,3,3,3,"yes","yes",4.6,4.26666666666667,4.25,2.8
"United States","0.920","Very high human development",22,"Male","No Kids","deg","student",10000,"",0,9,"Village","Single",0,0,2,3,4,3,3,2,2,2,3,2,2,4,4,3,3,3,3,2,4,2,2,1,2,4,2,3,3,4,4,1,4,4,2,2,4,3,2,2,4,4,4,5,5,4,3,"yes","yes",3,2.73333333333333,2.8,4.2
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","student",NA,"",0,0,"Small Town","Single",0,0,3,4,4,3,3,2,3,4,4,2,4,4,4,2,5,3,4,3,4,3,5,3,2,2,2,3,4,4,5,4,2,5,2,3,4,4,3,4,4,4,3,3,4,4,4,"yes","yes",3.4,3.4,3.3,3.6
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","deg","retired",67500,"",5,0,"Medium-Sized","Married",1,3,5,5,5,3,3,1,2,2,4,4,1,4,2,3,5,3,3,2,4,4,5,4,3,4,3,4,4,5,4,4,4,4,1,4,4,5,4,5,5,4,1,3,1,3,3,"yes","yes",4.2,2.93333333333333,3.95,2.2
"United States","0.920","Very high human development",32.5,"Male","No Kids","deg","student",45000,"",0,0,"Village","Single",0,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,4,4,2,3,3,3,3,4,2,4,2,4,2,2,2,3,3,3,4,2,2,4,2,4,1,2,3,3,3,"yes","yes",2.2,3.2,2.9,2.4
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","part-time",15000,"",1,0,"Large Town","Single",0,0,3,3,2,3,3,1,3,5,3,2,3,4,3,2,2,4,3,3,3,3,3,1,4,4,1,3,3,3,4,3,4,4,1,4,4,3,3,4,4,4,4,4,5,5,4,"yes","yes",2.8,2.93333333333333,3.1,4.4
"United States","0.920","Very high human development",37.5,"Female","Yes Kids","deg","part-time",250000,"",0,7,"Village","Married",0,1,4,5,4,4,4,2,2,2,4,4,5,5,5,4,5,3,2,3,2,5,5,5,5,3,5,5,5,5,5,3,3,5,2,4,4,3,3,5,5,5,2,3,2,4,1,"yes","yes",4.2,3.53333333333333,4.2,2.4
"United States","0.920","Very high human development",21,"Male","No Kids","ltuni","student",15000,"",0,0,"Village","Single",0,0,3,4,4,2,2,4,2,4,2,1,2,4,3,5,3,3,1,4,2,4,4,2,4,4,4,2,4,4,5,1,3,4,4,3,4,2,4,4,4,3,3,4,3,2,3,"yes","yes",3,2.93333333333333,3.5,3
"United States","0.920","Very high human development",23,"Male","No Kids","ltuni","part-time",15000,"",3,0,"Small Town","Single",0,0,3,3,4,2,3,2,2,5,3,3,1,4,3,3,3,4,3,3,4,4,4,5,4,5,2,3,3,4,3,2,2,3,3,4,4,5,5,3,4,5,4,4,5,5,5,"yes","yes",3,3.13333333333333,3.65,4.6
"United States","0.920","Very high human development",28,"Female","No Kids","ltuni","student",35000,"",1,0,"Village","",0,0,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,2,3,1,1,1,"yes","yes",5,4.66666666666667,4.75,1.6
"United States","0.920","Very high human development",37.5,"Female","Yes Kids","phd","full-time",87500,"",10,0,"Large Town","Married",0,1,3,1,2,2,1,2,4,4,4,2,1,2,3,2,3,4,5,3,4,3,3,1,2,3,4,3,3,3,3,4,4,3,3,5,4,4,3,4,4,3,4,5,5,4,2,"yes","yes",1.8,3.06666666666667,3.25,4
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Rural/Country","Single",0,0,2,2,2,1,1,1,1,3,1,1,1,5,4,1,4,2,3,4,1,2,4,1,1,2,1,1,4,3,4,1,2,4,3,2,4,5,4,3,4,4,4,4,5,4,5,"yes","yes",1.6,2.26666666666667,2.7,4.4
"United States","0.920","Very high human development",20,"Female","No Kids","ltuni","student",NA,"",0,9,"Village","Single",0,0,3,3,3,2,2,1,1,1,3,2,3,2,3,1,4,3,3,3,1,2,4,3,2,3,3,2,3,3,3,2,4,4,1,2,4,4,4,3,3,4,2,1,1,2,1,"no","no",2.6,2.2,2.9,1.4
"United States","0.920","Very high human development",45,"Female","No Kids","deg","full-time",55000,"",4,9,"Village","Married",0,0,3,3,3,2,2,2,2,5,4,3,4,4,4,3,3,3,4,2,3,3,4,2,2,4,2,1,4,4,5,5,4,4,3,1,5,5,5,3,4,3,4,4,4,4,4,"yes","yes",2.6,3.26666666666667,3.45,4
"United States","0.920","Very high human development",24,"Female","No Kids","deg","student",10000,"",5,0,"Village","Single",0,0,3,3,4,3,3,3,2,5,4,2,4,5,3,2,4,3,2,3,2,4,4,1,5,5,2,4,2,4,2,3,3,3,4,3,3,3,3,3,4,3,3,4,3,5,3,"yes","yes",3.2,3.2,3.15,3.6
"United States","0.920","Very high human development",24,"Female","No Kids","deg","student",10000,"",0,0,"Small Town","Single",0,0,4,3,3,2,2,3,2,5,3,3,5,4,4,4,4,3,2,3,2,4,3,1,3,2,4,2,2,3,3,2,3,4,4,3,4,3,4,4,4,3,4,4,4,4,3,"yes","yes",2.8,3.4,3.05,3.8
"United States","0.920","Very high human development",37.5,"Male","No Kids","phd","full-time",150000,"",3,0,"Large Town","Single",0,0,4,3,4,3,3,4,3,3,4,4,4,3,4,2,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,4,5,"yes","no",3.4,3.53333333333333,3.85,4.2
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",15000,"",1,0,"Large Town","Single",0,0,4,3,2,3,3,2,3,5,4,2,3,4,4,2,2,4,4,2,3,2,4,1,4,4,2,3,4,3,4,4,4,4,2,4,4,3,3,3,4,4,5,5,5,5,4,"yes","yes",3,3.06666666666667,3.3,4.8
"United States","0.920","Very high human development",22,"Female","No Kids","ltuni","student",10000,"",0,3,"Village","Single",0,0,2,1,3,1,1,1,1,1,4,1,2,2,2,1,1,1,2,3,2,2,2,1,1,1,4,2,2,2,2,3,4,1,1,1,3,3,3,1,3,1,3,3,4,3,3,"yes","no",1.6,1.73333333333333,2.05,3.2
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,3,3,3,1,1,1,2,1,2,1,1,1,2,1,2,1,2,4,1,1,2,2,3,3,1,1,2,2,3,1,2,2,1,3,1,3,1,2,1,2,3,5,5,5,4,"no","yes",2.2,1.53333333333333,1.85,4.4
"United States","0.920","Very high human development",19,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,2,1,1,1,1,1,2,4,2,1,1,1,3,1,1,3,2,2,2,2,3,1,2,3,2,2,3,2,3,1,4,3,2,3,3,4,3,2,2,2,4,4,5,5,5,"no","no",1.2,1.86666666666667,2.4,4.6
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",15000,"",2,0,"Rural/Country","Single",0,0,1,3,3,2,2,1,1,2,1,5,2,4,3,1,2,3,2,2,1,2,3,2,4,3,2,5,3,2,3,2,5,3,1,4,4,4,4,1,3,1,4,4,4,4,4,"no","no",2.2,2.13333333333333,2.85,4
"United States","0.920","Very high human development",28,"Male","No Kids","ltuni","part-time",25000,"",6,0,"Village","Single",0,0,3,2,2,2,2,4,2,4,4,2,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,4,2,2,2,3,4,2,2,3,2,4,4,4,5,4,"no","no",2.2,2.86666666666667,2.35,4.2
"United States","0.920","Very high human development",55,"Male","No Kids","phd","full-time",87500,"",10,0,"Village","Divorced",0,0,4,3,3,2,2,2,4,4,4,3,4,5,3,5,4,2,5,1,5,3,4,2,4,5,1,4,4,3,4,2,3,4,4,4,4,4,4,2,2,3,3,4,1,3,1,"yes","yes",2.8,3.6,3.4,2.4
"United States","0.920","Very high human development",21,"Male","No Kids","ltuni","full-time",25000,"",0,10,"Village","Single",0,0,4,3,3,2,2,1,1,3,2,2,2,4,3,2,2,3,2,4,1,3,4,2,3,5,4,3,2,3,4,2,3,4,2,4,4,5,4,2,4,4,4,4,4,4,4,"yes","yes",2.8,2.33333333333333,3.3,4
"United States","0.920","Very high human development",45,"Female","Yes Kids","deg","full-time",NA,"",4,0,"Medium-Sized","Single",1,0,4,4,5,5,5,4,4,5,4,4,4,5,4,4,4,3,4,3,5,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,3,2,3,4,2,"yes","yes",4.6,4.06666666666667,3.55,2.8
"United States","0.920","Very high human development",45,"Male","Yes Kids","ma","full-time",67500,"",0,6,"Small Town","Married",0,1,4,4,5,3,3,2,3,4,5,4,4,4,3,4,4,3,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,2,3,2,"yes","yes",3.8,3.53333333333333,3.8,2.8
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,2,3,1,1,1,1,1,3,2,1,3,1,2,1,1,1,1,1,1,2,3,1,1,1,2,2,1,1,3,1,2,2,1,2,2,3,1,1,2,3,4,5,5,4,4,"no","no",1.6,1.46666666666667,1.7,4.4
"United States","0.920","Very high human development",37.5,"Female","No Kids","deg","unemployed",10000,"",4,0,"Medium-Sized","Divorced",0,0,5,5,5,5,5,2,1,5,3,3,4,5,5,2,3,2,1,2,3,3,4,2,5,5,1,4,5,5,1,5,3,5,2,3,5,2,2,5,1,5,1,1,1,1,1,"yes","yes",5,2.93333333333333,3.35,1
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,4,3,4,3,3,1,1,5,4,4,2,3,2,2,4,5,3,2,3,1,4,1,1,4,3,4,2,2,4,2,3,4,2,4,3,5,3,2,4,3,3,5,5,5,4,"yes","yes",3.4,2.8,2.9,4.4
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",67500,"",2,1,"Village","Single",0,0,3,4,3,3,3,2,2,4,2,3,3,3,4,3,3,4,2,3,2,5,5,1,3,4,3,3,5,4,5,4,4,4,4,4,4,5,4,4,5,4,1,1,2,2,2,"yes","yes",3.2,3,3.9,1.6
"United States","0.920","Very high human development",32.5,"Female","No Kids","deg","unemployed",NA,"",0,0,"Small Town","Married",0,0,5,5,5,5,5,3,1,5,3,5,2,5,4,3,4,4,3,4,3,5,5,2,1,4,3,2,5,5,5,2,3,4,4,2,4,4,3,5,5,5,1,1,1,3,2,"yes","yes",5,3.6,3.6,1.6
"United States","0.920","Very high human development",37.5,"Female","No Kids","ma","part-time",10000,"",3,11,"Medium-Sized","Married",0,0,4,2,4,2,2,1,3,5,4,3,2,4,4,3,4,3,4,4,3,3,4,3,4,1,3,2,2,4,4,2,4,4,1,4,5,5,5,5,5,4,3,3,3,4,3,"yes","yes",2.8,3.33333333333333,3.5,3.2
"United States","0.920","Very high human development",37.5,"Male","Yes Kids","ma","full-time",87500,"",3,0,"Village","Married",1,0,4,3,3,2,1,1,1,4,3,2,1,2,3,2,3,2,3,1,2,3,3,2,3,2,3,3,3,4,3,2,3,3,1,2,3,4,3,4,2,3,5,5,5,5,3,"yes","no",2.6,2.2,2.75,4.6
"United States","0.920","Very high human development",45,"Male","Yes Kids","deg","unemployed",10000,"",5,0,"Large Town","Married",0,0,4,5,5,4,4,3,4,5,5,5,3,5,5,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,"yes","yes",4.4,4.6,4.8,1.6
"United States","0.920","Very high human development",21,"Male","No Kids","ltuni","student",25000,"",0,1,"Village","Single",0,0,1,1,2,2,1,1,2,5,2,5,4,2,5,4,3,3,3,4,2,2,4,1,2,4,2,1,2,3,5,3,5,5,3,4,5,5,5,3,5,5,4,4,4,3,3,"yes","yes",1.4,3.13333333333333,3.55,3.6
"United States","0.920","Very high human development",32.5,"Female","No Kids","phd","full-time",67500,"",0,1,"Large Town","Married",0,0,4,2,3,1,1,1,1,2,2,1,3,2,2,1,3,3,1,4,1,2,3,1,1,2,3,1,3,3,4,2,2,3,2,2,3,4,3,2,3,2,3,3,4,3,4,"no","no",2.2,1.93333333333333,2.35,3.4
"United States","0.920","Very high human development",55,"Female","Yes Kids","ltuni","student",35000,"",5,6,"Medium-Sized","Married",1,1,2,3,2,2,2,2,1,4,2,2,4,3,4,1,3,4,2,3,1,4,4,2,3,1,3,2,3,2,3,1,4,3,4,3,4,4,4,5,3,4,3,5,3,4,3,"yes","yes",2.2,2.66666666666667,3,3.6
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","full-time",55000,"",7,0,"Large Town","Married",1,1,2,2,1,1,1,1,1,2,4,2,1,2,4,1,2,2,2,2,1,2,4,1,2,5,2,1,2,1,1,2,5,4,4,4,2,5,4,1,5,2,4,4,4,5,4,"yes","yes",1.4,1.93333333333333,2.7,4.2
"United States","0.920","Very high human development",80,"Female","Yes Kids","ma","retired",150000,"",13,0,"Large Town","Widowed",1,0,5,3,4,3,1,1,1,4,1,2,5,1,3,1,5,2,1,2,1,1,5,1,1,3,3,1,2,3,5,1,1,4,1,1,2,4,1,5,5,4,5,5,5,4,5,"yes","no",3.2,2.06666666666667,2.5,4.8
"United States","0.920","Very high human development",67.5,"Male","Yes Kids","ma","full-time",150000,"",0,0,"Rural/Country","Married",1,3,4,4,4,3,3,1,1,1,4,4,4,5,4,3,4,2,2,2,2,4,4,1,3,2,2,1,3,4,5,3,4,4,2,4,4,4,3,3,2,3,4,4,4,4,4,"yes","yes",3.6,2.86666666666667,3,4
"United States","0.920","Very high human development",28,"Female","No Kids","ma","student",15000,"",2,0,"Small Town","Single",0,0,3,4,3,2,2,2,4,4,5,2,3,4,4,1,4,5,5,5,5,3,5,2,3,4,3,4,5,4,4,3,5,4,4,5,4,4,3,3,5,4,3,4,4,5,4,"yes","yes",2.8,3.73333333333333,3.75,4
"United States","0.920","Very high human development",28,"Female","No Kids","ma","student",15000,"",1,9,"Small Town","Divorced",0,0,2,2,2,3,3,1,4,5,3,4,4,4,5,4,4,2,5,3,5,3,3,1,4,5,4,1,3,4,4,2,4,5,1,3,4,5,2,5,3,5,3,3,4,3,1,"yes","yes",2.4,3.73333333333333,3.35,2.8
"United States","0.920","Very high human development",22,"Female","No Kids","ltuni","student",10000,"",0,0,"Medium-Sized","Single",0,0,4,5,5,5,5,2,2,4,3,2,3,3,4,1,4,2,2,3,2,3,3,2,2,4,4,3,5,4,4,3,3,4,4,3,4,3,2,4,5,4,2,3,3,2,4,"yes","no",4.8,2.66666666666667,3.35,2.8
"United States","0.920","Very high human development",55,"Female","Yes Kids","ltuni","retired",NA,"",0,0,"Medium-Sized","Married",1,0,3,2,2,2,2,1,1,4,4,2,2,3,3,3,4,4,2,2,2,1,2,2,2,1,1,1,3,2,4,1,2,4,3,3,3,4,3,4,4,3,4,4,4,4,4,"yes","no",2.2,2.53333333333333,2.55,4
"United States","0.920","Very high human development",37.5,"Female","No Kids","phd","full-time",250000,"",13,0,"Large Town","",0,0,2,3,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,3,3,4,4,4,"no","no",1.8,1.26666666666667,1.25,3.6
"United States","0.920","Very high human development",67.5,"Female","No Kids","ltuni","full-time",87500,"",0,0,"Medium-Sized","Married",0,0,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,3,3,5,5,4,"no","no",1.4,1.26666666666667,1.45,4
"United States","0.920","Very high human development",55,"Male","Yes Kids","high","part-time",15000,"",0,0,"Medium-Sized","Separated",0,1,4,4,4,4,4,5,2,2,3,4,3,4,5,4,5,4,4,5,3,4,4,4,3,4,4,3,5,2,4,4,3,4,5,3,5,5,5,4,4,4,2,2,2,2,1,"yes","yes",4,3.8,3.95,1.8
"United States","0.920","Very high human development",45,"Male","Yes Kids","ma","full-time",25000,"",5,0,"Large Town","Married",0,1,4,3,4,3,3,3,3,2,3,3,2,2,5,4,4,4,3,3,2,4,4,3,4,4,4,3,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,3,3,2,2,"yes","yes",3.4,3.13333333333333,3.6,2.6
